,Texto,Texto limpio,Noticia,Frase/Pensamiento,Microficción
689,"#AristeguiEnVivo | Hay una actitud de venganza contra Julian Assange por inaugurar una forma del derecho a la información global. La postura de México es un gesto importante de deslinde ante la política de EE.UU.: @fabriziomejia, escritor https://t.co/MOGaNF7YnR https://t.co/hCqHIRnRSj",aristeguienvivo actitud venganza julian assange inaugurar forma derecho información global postura méxico gesto importante deslinde política eeuu fabriziomejia escritor,1,0,0
690,Biden dice al mundo que Estados Unidos volverá a liderar con el ejemplo https://t.co/b2EHmUP5uf https://t.co/4ZRQoPtMqa,biden dice mundo unidos volverá liderar ejemplo,1,0,0
691,"Comisión para la Verdad del caso Ayotzinapa denunciará en FGR filtración de información
https://t.co/ttwFwlmrQ4 https://t.co/uYQMHNmPj4",comisión verdad caso ayotzinapa denunciará fgr filtración información,1,0,0
692,"Detalló que le pedirá al canciller @m_ebrard hacer los trámites correspondientes al proceso.
https://t.co/Pva31ZTRNZ",detalló pedirá canciller m_ebrard hacer trámites correspondientes proceso,1,0,0
693,"#AristeguiEnVivo | Armando Manzanero era un hombre sensible, un hombre del pueblo. Era un gran compositor. Enviamos a sus familiares y amigos nuestro pésame, nuestro abrazo por esta pérdida tan lamentable para el mundo artístico y para México: AMLO https://t.co/5AMIaRPDkj https://t.co/u6iUaNhmYB",aristeguienvivo armando manzanero hombre sensible hombre pueblo gran compositor enviamos familiares amigos pésame abrazo pérdida tan lamentable mundo artístico méxico amlo,1,0,0
694,Cualquier empresa o gobierno estatal podrá adquirir vacunas anti-Covid: AMLO https://t.co/mGimu4gG1K https://t.co/RfECDVhN1W,cualquier empresa gobierno estatal podrá adquirir vacunas anticovid amlo,1,0,0
695,"A un año de la primera muerte por Covid, la cifra se acerca hoy a los 2 millones | Fotos https://t.co/lIAZrcF7FK https://t.co/s696mSeM2z",año primera muerte covid cifra acerca hoy millones fotos,1,0,0
696,UNICEF exhorta a los gobiernos a mantener las escuelas abiertas a pesar de la pandemia https://t.co/YZsPixX4Wl https://t.co/QN6EmoZ8A4,unicef exhorta gobiernos mantener escuelas abiertas pesar pandemia,1,0,0
697,"#AristeguiEnVivo | Tras la aplicación de 98 mil 172 vacunas Pfizer-BioNTech, se han registrado 360 casos de reacciones adversas en México, informó el subsecretario López-Gatell https://t.co/wCdpkgEGaP https://t.co/ALH8nikrXA",aristeguienvivo tras aplicación mil vacunas pfizerbiontech registrado casos reacciones adversas méxico informó subsecretario lópezgatell,1,0,0
698,"En una semana “dejamos protegida la zona rural” con vacuna contra Covid-19: López-Gatell
https://t.co/91pZQvts54 https://t.co/H8a3ydlNKF",semana dejamos protegida zona rural vacuna covid19 lópezgatell,1,0,0
699,"México se integra como miembro no permanente del Consejo de Seguridad de la ONU
https://t.co/R1lCEfV2Lp https://t.co/psxUDpUtbm",méxico integra miembro permanente consejo seguridad onu,1,0,0
700,"Con 38 votos a favor y 29 en contra, Senado argentino legaliza el aborto https://t.co/Ahuetci51C https://t.co/S396YG5YbU",votos favor senado argentino legaliza aborto,1,0,0
701,"Gobierno de Biden otorga su beneplácito a Esteban Moctezuma como embajador de México en EU
https://t.co/NzMPct4T7b https://t.co/6biMSmDDbi",gobierno biden otorga beneplácito esteban moctezuma embajador méxico eu,1,0,0
702,"'Aquellos que rompieron la ley van a pagar': Donald Trump; reconoce victoria de Biden
https://t.co/D5lvGHMhZ7 https://t.co/tLGZ8AV0eR",aquellos rompieron ley van pagar donald trump reconoce victoria biden,1,0,0
703,No se reanudará este sábado el servicio en todas las líneas del Metro afectadas por incendio: Sheinbaum https://t.co/dBDxzrgDQM https://t.co/tExshwBIga,reanudará sábado servicio todas líneas metro afectadas incendio sheinbaum,1,0,0
704,"Inicia Ricardo Anaya su gira por el país... acarreando maíz

#Video 👉 https://t.co/tBojcpJQob",inicia ricardo anaya gira país acarreando maíz video,1,0,0
705,Recuerda Aristegui cuando preguntó sobre salud de Calderón https://t.co/k86zdgkKSx https://t.co/zbdwe39Xzu,recuerda aristegui preguntó salud calderón,1,0,0
706,"#AristeguiEnVivo | Las intervenciones telefónicas no fueron en territorio mexicano y están avaladas por un juez, afirma Mike Vigil, ex jefe de operaciones internacionales de la DEA y quien participó en las investigaciones a Salvador Cienfuegos https://t.co/rD0NgpirnJ https://t.co/U41ldcsuRn",aristeguienvivo intervenciones telefónicas territorio mexicano avaladas juez afirma mike vigil ex jefe operaciones internacionales dea participó investigaciones salvador cienfuegos,1,0,0
707,"Mañana se darán a conocer el número de defunciones totales en México para el periodo de enero a agosto de 2020. Esto incluirá las muertes por Covid, lo cual dará una primera vista diferente a la de las autoridades de salud: @SantaellaJulio  👉 https://t.co/Tku54plfgr https://t.co/eXolzzfcOi",mañana darán conocer número defunciones totales méxico periodo enero agosto incluirá muertes covid dará primera vista diferente autoridades salud santaellajulio,1,0,0
708,"En carpeta de Cienfuegos, hay otros 10 generales retirados: abogado militar https://t.co/bP9Gh44A4W https://t.co/71oFXb2QUR",carpeta cienfuegos generales retirados abogado militar,1,0,0
709,"Publicar expediente conviene a Cienfuegos, pero a la DEA no le gustará: Richter https://t.co/K9ZEIueF1w https://t.co/zKACnPbZOm",publicar expediente conviene cienfuegos dea gustará richter,1,0,0
710,"Morelos registra la mayor cifra de contagios en 24 horas desde el inicio de la pandemia
https://t.co/Sgy7XgRW0g https://t.co/MrdxKAmeah",morelos registra mayor cifra contagios horas inicio pandemia,1,0,0
711,800 mil personas en Rusia han sido vacunadas contra Covid-19 https://t.co/jeJoW0Ibhu https://t.co/rNeKz6OTAu,mil personas rusia sido vacunadas covid19,1,0,0
712,"El fiscal Alejandro Gertz defendió la decisión de la FGR de no ejercer acción penal contra el general Cienfuegos, acusó a la #DEA de no enviar todas las pruebas en su contra  y se lanzó contra los “linchadores” que piden al presidente que lo remueva 

👉 https://t.co/Fac0FxTQKx https://t.co/21fh22OlMl",fiscal alejandro gertz defendió decisión fgr ejercer acción penal general cienfuegos acusó dea enviar todas pruebas lanzó linchadores piden presidente remueva,1,0,0
713,Julio César Chávez fue mejor que Floyd Mayweather Jr: Mike Tyson | Video https://t.co/ZrzjY5CBQj https://t.co/PBEi7F3IJ1,julio césar chávez mejor floyd mayweather jr mike tyson video,1,0,0
714,Nueva York rompe contratos con la empresa de Trump por las 'actividades criminales' del presidente  https://t.co/pdcBNlOblh https://t.co/fX9usWkXIh,nueva york rompe contratos empresa trump actividades criminales presidente,1,0,0
715,"SFP inhabilita por 10 años a funcionario de Pemex relacionado con la 'Estafa Maestra'
https://t.co/mPcW5VdU1T https://t.co/ZzGIjvelXK",sfp inhabilita años funcionario pemex relacionado estafa maestra,1,0,0
716,Asesinan en Celaya a nueve personas durante un velorio https://t.co/fuVtQk5d0b https://t.co/1wBbd7nQc0,asesinan celaya nueve personas velorio,1,0,0
717,Cárteles mexicanos: 'La conexión asiática' https://t.co/qtSqAFMhTE https://t.co/20f3AVYBUC,cárteles mexicanos conexión asiática,1,0,0
718,"La capacidad de atención médica ha sido rebasada por la pandemia de Covid-19: Graue
https://t.co/Jx3SpPovWo https://t.co/WyDF6a6IMo",capacidad atención médica sido rebasada pandemia covid19 graue,1,0,0
719,#AristeguiEnVivo | Nuestras investigaciones contra narcotraficantes tienen más de un 95% por ciento de éxito en los juicios. Son absurdos los los cuestionamientos de Gertz Manero cuando México tiene apenas un 5% de éxito: Mike Vigil https://t.co/jxIIa302Hm https://t.co/TuFIkHeWTb,aristeguienvivo investigaciones narcotraficantes ciento éxito juicios absurdos cuestionamientos gertz manero méxico apenas éxito mike vigil,1,0,0
720,"Recibe Cámara de Diputados solicitud para desaforar a Mauricio Toledo; Noroña acusa 'persecución'
https://t.co/SHmSdLMjG9 https://t.co/DRWs4r65ml",recibe cámara diputados solicitud desaforar mauricio toledo noroña acusa persecución,1,0,0
721,Organismos autónomos se crearon para privatizar empresas y duplican funciones: AMLO https://t.co/dQP5TzAkWh https://t.co/q8Iwr5jwZe,organismos autónomos crearon privatizar empresas duplican funciones amlo,1,0,0
722,"#AristeguiEnVivo | Hay esquizofrenia entre la comunidad que trabaja temas de seguridad porque no se tiene toda la información sobre el caso Cienfuegos. Lo que vimos en el documento de la DEA es vergonzoso: Gerardo Rodríguez Sánchez Lara, Prof. de la UDLAP https://t.co/ZfohUuXnhl https://t.co/MQJJUhGzvv",aristeguienvivo esquizofrenia comunidad trabaja temas seguridad toda información caso cienfuegos vimos documento dea vergonzoso gerardo rodríguez sánchez lara prof udlap,1,0,0
723,"Muertes por Covid-19 en el mundo alcanzan las 2 millones: Reuters
https://t.co/UMFLfUt56C https://t.co/PzCDqEMgip",muertes covid19 mundo alcanzan millones reuters,1,0,0
724,Extiende CDMX semáforo rojo para la siguiente semana https://t.co/IbGuJeBd2K https://t.co/EOpSSIZRVR,extiende cdmx semáforo rojo siguiente semana,1,0,0
725,Alemania señala que sus cifras de infección de Covid-19 son demasiado altas https://t.co/5rx1nzbM1z https://t.co/8eHW1XPh5I,alemania señala cifras infección covid19 demasiado altas,1,0,0
726,"Sheinbaum no cede a petición de restauranteros para abrir en semáforo rojo
https://t.co/PurcgmyXxd https://t.co/hMFxpmoigQ",sheinbaum cede petición restauranteros abrir semáforo rojo,1,0,0
727,"Rebasa Tlalpan los mil fallecidos por Covid-19; revisa aquí el reporte de tu municipio
https://t.co/Unkx7kF3TE https://t.co/sRH4Ql21Pb",rebasa tlalpan mil fallecidos covid19 revisa aquí reporte municipio,1,0,0
728,"Descubren en Egipto un templo funerario que data de hace 4,300 años https://t.co/TINlyubwJ2 https://t.co/c1wQUrJLj3",descubren egipto templo funerario data hace años,1,0,0
729,Nancy Pelosi es reelegida como presidenta de la Cámara de Representantes de EU https://t.co/RPwYbN10lA https://t.co/zA6YAoNH1T,nancy pelosi reelegida presidenta cámara representantes eu,1,0,0
730,Líderes del mundo felicitan al presidente Biden y a la vicepresidenta Harris https://t.co/OMvgUro1TB https://t.co/bComb9Y2CQ,líderes mundo felicitan presidente biden vicepresidenta harris,1,0,0
731,"Llegan a su fin cuatro años de la era Donald Trump con la toma de poder de Joe Biden, presidente número 46 de Estados Unidos https://t.co/UVZCl6RvDg https://t.co/3HbETesk1s",llegan fin cuatro años donald trump toma poder joe biden presidente número unidos,1,0,0
732,"Reportan primer descenso en número de pacientes por Covid-19 en el Valle de México, tras 16 días al alza https://t.co/DeJ5EHqOLp https://t.co/4Ze34wIC88",reportan primer descenso número pacientes covid19 valle méxico tras días alza,1,0,0
733,Trump reacciona al bloqueo de Twitter desde @POTUS; acusa coordinación de la red social con demócratas https://t.co/8Lsl9p8hOg https://t.co/GcvfRcyaBH,trump reacciona bloqueo twitter potus acusa coordinación red social demócratas,1,0,0
734,"Plan de ‘confinamiento extremo’ es analizado por gobierno alemán tras récord de muertes por Covid-19
https://t.co/HsiQnMuQFK https://t.co/69InErpJUa",plan confinamiento extremo analizado gobierno alemán tras récord muertes covid19,1,0,0
735,"""Gobierno japonés aplaza declaración de 'estado de emergencia' en Tokio
https://t.co/dvoLrpNlJS"" https://t.co/tTRpTO9Xb3",gobierno japonés aplaza declaración emergencia tokio,1,0,0
736,Putin ordena la vacunación masiva contra el virus en Rusia a partir de la próxima semana https://t.co/zdZ4utWeyq https://t.co/dfp3ye7zYA,putin ordena vacunación masiva virus rusia partir próxima semana,1,0,0
737,"Para iniciar plan de vacunación, 828 hospitales Covid ya tienen dosis de Pfizer-BioNTech https://t.co/7GZjeb3M8z https://t.co/IeucQwt0NH",iniciar plan vacunación hospitales covid dosis pfizerbiontech,1,0,0
738,"#AristeguiEnVivo | 'Estamos convencidos de que llegamos al límite, no podemos más', expresa @Gloprest, empresario restaurantero, sobre la iniciativa #AbrirOMorir, la cual aboga por la apertura de restaurantes https://t.co/Yuh6PDOtVL https://t.co/0006ZmBh4f",aristeguienvivo convencidos llegamos límite podemos expresa gloprest empresario restaurantero iniciativa abriromorir aboga apertura restaurantes,1,0,0
739,Biden se compromete a regresar al acuerdo climático de París https://t.co/3kx6bvk2ub https://t.co/XRkhllu38h,biden compromete regresar acuerdo climático parís,1,0,0
740,No habrá obstáculos si alguien quiere vender vacuna anti-Covid: AMLO https://t.co/oKuXBi2E7p https://t.co/H8pEokrgEa,obstáculos si alguien quiere vender vacuna anticovid amlo,1,0,0
741,Vacuna de AstraZeneca llegará una semana antes https://t.co/oO7OLrcIFz https://t.co/Xr4NmYtDjQ,vacuna astrazeneca llegará semana,1,0,0
742,"Explosiones recientes del Popocatépetl, espectaculares pero sin riesgo para la población: UNAM https://t.co/bvq38lQFla https://t.co/Tlk9oJLd3u",explosiones recientes popocatépetl espectaculares riesgo población unam,1,0,0
743,"Investiga FGJCDMX vínculo de empresas fantasma con lavado de mil mdp en sexenio anterior
https://t.co/D7droVe0zQ https://t.co/JxGcqh27bO",investiga fgjcdmx vínculo empresas fantasma lavado mil mdp sexenio anterior,1,0,0
744,"Hospitales de California, “al borde de una crisis” por saturación de casos de coronavirus
https://t.co/CLF3ya3W2e https://t.co/UyN1Wgw4j8",hospitales california borde crisis saturación casos coronavirus,1,0,0
745,Sería importante saber de dónde viene el dinero oculto de Alfredo Castillo: Anabel Hernández https://t.co/WivQUpTn5L https://t.co/bfDUwpB6gU,importante saber dónde viene dinero oculto alfredo castillo anabel hernández,1,0,0
746,"Tiene Covid-19 la secretaria de Morena, Citlalli Hernández https://t.co/clCZ2b6BX2 https://t.co/zAfoZrGquW",covid19 secretaria morena citlalli hernández,1,0,0
747,"Cuando el pasado sale a relucir: 5 hallazgos históricos en suelo nacional
https://t.co/kTTNu4EUNj https://t.co/2fQnLbio5T",pasado sale relucir hallazgos históricos suelo nacional,1,0,0
748,En México hay 126 millones 014 mil 024 de habitantes: Censo de Población y Vivienda 2020 https://t.co/CKCCNUrFIS https://t.co/JNWW9HsLIB,méxico millones mil habitantes censo población vivienda,1,0,0
749,"Se informará si otros funcionarios dan positivo a Covid, este gobierno no oculta información: Sánchez Cordero https://t.co/EBYBwClGhc https://t.co/HB2Yv6HNaV",informará si funcionarios dan positivo covid gobierno oculta información sánchez cordero,1,0,0
750,#LoMásLeído | Cárteles mexicanos: 'La conexión asiática' https://t.co/KFIDvD19rI https://t.co/65I3bQUAeu,lomásleído cárteles mexicanos conexión asiática,1,0,0
751,"Trump habló con asesores sobre perdonarse a sí mismo: New York Times
https://t.co/XePM4wvH84 https://t.co/bKwU6JklZ7",trump habló asesores perdonarse mismo new york times,1,0,0
752,Presenta AMLO recurso de inconformidad ante el TEPJF por 'censura abierta y descarada' a la mañanera https://t.co/Obx46oTw20 https://t.co/IMpJ0KcPRm,presenta amlo recurso inconformidad tepjf censura abierta descarada mañanera,1,0,0
753,"Argentina limita los vuelos con México, Brasil, Europa y EU https://t.co/PGTavYFpXV https://t.co/frFVIr6bH1",argentina limita vuelos méxico brasil europa eu,1,0,0
754,"Que Raymundo Collins devuelva el dinero que se robó: Sheinbaum
https://t.co/uHHt32Vwo3 https://t.co/gyofL2Qfbr",raymundo collins devuelva dinero robó sheinbaum,1,0,0
755,Descartamos consulta sobre aborto porque es una cuestión de derechos: Diputada argentina https://t.co/ImG3Vzh2Na https://t.co/Me8woJ3IwN,descartamos consulta aborto cuestión derechos diputada argentina,1,0,0
756,Inicia gira de Ricardo Anaya con acarreo de maíz https://t.co/Rkxt1qKXEC https://t.co/YWWS0Qaroh,inicia gira ricardo anaya acarreo maíz,1,0,0
757,Población afectada por inundaciones en Tabasco recibió 4 mil 673 toneladas de ayuda humanitaria https://t.co/dKBPCr0Kyn https://t.co/6eGP6VXL7E,población afectada inundaciones tabasco recibió mil toneladas ayuda humanitaria,1,0,0
758,"#AristeguiEnVivo A finales de 2020, se recibieron las primeras quejas sobre el oxígeno medicinal. En un trabajo coordinado con Facebook y la policía cibernética se han atacado los fraudes y la delincuencia: @SheffieldGto, Procurador Federal del Consumidor https://t.co/DqnVTuiWPT https://t.co/1jmyx1tRMc",aristeguienvivo finales recibieron primeras quejas oxígeno medicinal trabajo coordinado facebook policía cibernética atacado fraudes delincuencia sheffieldgto procurador federal consumidor,1,0,0
759,Removiendo la caries a la democracia de Estados Unidos https://t.co/aDs4MbhWNy https://t.co/YPJkdb5fED,removiendo caries democracia unidos,1,0,0
760,Concentradora de oxígeno cuesta 27 mil pesos; Claro Shop es la que excede el precio https://t.co/QvCIYOBxY4 https://t.co/YQHHRm07Lk,concentradora oxígeno cuesta mil pesos claro shop excede precio,1,0,0
761,"Suman 2 mil 397 muertes en el personal de Salud durante pandemia
https://t.co/e3FSsaxUjU https://t.co/iAX0pblEBs",suman mil muertes personal salud pandemia,1,0,0
762,#Urgente OMS emite nueva orientación clínica sobre tratamiento de pacientes con Covid-19 https://t.co/kpvySZh0jn https://t.co/4ptNMbMvlE,urgente oms emite nueva orientación clínica tratamiento pacientes covid19,1,0,0
763,Desmiente Robledo que exista página web para registrar a adultos mayores en la vacunación https://t.co/t9aDSv6ge3 https://t.co/8w7wsOBf9r,desmiente robledo exista página web registrar adultos mayores vacunación,1,0,0
764,Justicia británica rechaza solicitud de extradición de Assange a EU https://t.co/cMeklASn9q https://t.co/KtI8XH7I7o,justicia británica rechaza solicitud extradición assange eu,1,0,0
765,"Policías de Salina Cruz cumplen 9 días de paro de labores por falta de pago de aguinaldo de 45 días
https://t.co/ysjKNXp6dM https://t.co/t1HWZNEWh1",policías salina cruz cumplen días paro labores falta pago aguinaldo días,1,0,0
766,"El Secretario de Gobierno de la CdMx vuelve a dar positivo a Covid-19 | Tuit
https://t.co/741YHmKwtm https://t.co/WhtLnHzSmM",secretario gobierno cdmx vuelve dar positivo covid19 tuit,1,0,0
767,Califica AMLO de calumnia nota sobre remodelación del estadio vinculado a Pío López Obrador https://t.co/C6ToLSswHw https://t.co/OH46pXQ3Mx,califica amlo calumnia nota remodelación estadio vinculado pío lópez obrador,1,0,0
768,Xochimilco supera los 600 fallecimientos por Covid-19; revisa aquí el reporte de tu municipio https://t.co/27F4hC8M3n https://t.co/ZJvJS7wp0Q,xochimilco supera fallecimientos covid19 revisa aquí reporte municipio,1,0,0
769,"Evo Morales contrajo Covid-19; se encuentra estable recibiendo atención médica
https://t.co/nnAq08cUJf https://t.co/SoysXL9HNP",evo morales contrajo covid19 encuentra estable recibiendo atención médica,1,0,0
770,Acumula México 133 mil 706 defunciones por Covid-19 | Gráfica https://t.co/W7y4fZWbmI https://t.co/HZuqKTtM8k,acumula méxico mil defunciones covid19 gráfica,1,0,0
771,"Este fin de semana el presidente López Obrador participó en siete actividades públicas, una cena con empresarios y recorrió tres estados de la República.

Aquí te dejamos un mapa de todo el recorrido 👉 https://t.co/uz1IazuCBX https://t.co/r75PtEbRJO",fin semana presidente lópez obrador participó siete actividades públicas cena empresarios recorrió tres república aquí dejamos mapa recorrido,1,0,0
772,"Lilly dice que fármaco con anticuerpos reduce riesgo de Covid-19
https://t.co/xDCpLwq5L4 https://t.co/vx0d5mREjY",lilly dice fármaco anticuerpos reduce riesgo covid19,1,0,0
773,"McConnell, furioso con Trump, apoya la iniciativa de iniciar un proceso de juicio político: Fox News
https://t.co/vxkFosXzyq https://t.co/wuREmUHKYH",mcconnell furioso trump apoya iniciativa iniciar proceso juicio político fox news,1,0,0
774,"Intransferible e irrenunciable, la función del INAI: comisionada presidenta https://t.co/4P7Ux4UcoC https://t.co/avJ0TtDsdn",intransferible irrenunciable función inai comisionada presidenta,1,0,0
775,"Por estudiar y conservar la biodiversidad de México, celebramos Día del Biólogo I #Video
https://t.co/k6K7XJLOb8 https://t.co/N5uiwkm0Ae",estudiar conservar biodiversidad méxico celebramos día biólogo i video,1,0,0
776,"Francia: llaman a no usar cubrebocas que no tengan un filtrado mayor al 90% por variante de Covid
https://t.co/LM631RggtK https://t.co/wni97EVJH0",francia llaman usar cubrebocas filtrado mayor variante covid,1,0,0
777,"Instalan en AICM laboratorio para pruebas Covid-19
https://t.co/vxnHCzjgsG https://t.co/7aQ8BHqENE",instalan aicm laboratorio pruebas covid19,1,0,0
778,"Han sido aplicadas 9 mil 579 vacunas Covid: López Ridaura
https://t.co/B9sP9sEayf https://t.co/sJEsJzCzoI",sido aplicadas mil vacunas covid lópez ridaura,1,0,0
779,El asalto al Capitolio es la aniquilación de la democracia occidental: Presidente iraní https://t.co/C0tBplcjbH https://t.co/HvRjxJw7rw,asalto capitolio aniquilación democracia occidental presidente iraní,1,0,0
780,"Reino Unido reporta récord de casos diarios de coronavirus que causa 'preocupación extrema'
https://t.co/nVGVrXgKQV https://t.co/BVYDd3gW54",reino unido reporta récord casos diarios coronavirus causa preocupación extrema,1,0,0
781,"Atentado en aeropuerto de Yemen deja 22 muertos y decenas de heridos
https://t.co/4MDK2eXtJD https://t.co/7sNfoILBif",atentado aeropuerto yemen deja muertos decenas heridos,1,0,0
782,Hablará AMLO con Putin sobre suministro de vacuna Sputnik V https://t.co/ByjYirLLEG https://t.co/4ZU2ydeXrJ,hablará amlo putin suministro vacuna sputnik v,1,0,0
783,"#AristeguiEnVivo | 'Este es el día de EE.UU., el día de la democracia, un día historia y esperanza. Hoy celebramos el triunfo no de un candidato, sino de una causa. La voluntad del pueblo ha sido escuchada', es parte del mensaje del presidente Joe Biden https://t.co/KjXRhwKfBL https://t.co/S63N300I2K",aristeguienvivo día eeuu día democracia día historia esperanza hoy celebramos triunfo candidato sino causa voluntad pueblo sido escuchada parte mensaje presidente joe biden,1,0,0
784,"#AristeguiEnVivo | A pesar de los eventos ocurridos ayer en Washington, el peso mexicano amanece hoy en $19,67 por dólar. Se trata de su mejor nivel desde el 5 de marzo de 2020, informa @galvanochoa, analista https://t.co/qJlglxxx18 https://t.co/CGbv7HxHAE",aristeguienvivo pesar eventos ocurridos ayer washington peso mexicano amanece hoy dólar trata mejor nivel marzo informa galvanochoa analista,1,0,0
785,Otomíes protestan en la termoeléctrica de Huexca  https://t.co/P30SnEswLq https://t.co/gUlQpxozUH,otomíes protestan termoeléctrica huexca,1,0,0
786,"México se aproxima a las 600 mil vacunas contra Covid-19 aplicadas
https://t.co/VNS63oynrp https://t.co/LiKsYUsxdA",méxico aproxima mil vacunas covid19 aplicadas,1,0,0
787,"Fiscales de EU presentan cargos contra 55 personas por el asalto al Capitolio
https://t.co/rFw2EL4JL7 https://t.co/wa1npKHQWd",fiscales eu presentan cargos personas asalto capitolio,1,0,0
788,"Reportan nuevo caso sospechoso de variante británica en Tamaulipas
https://t.co/u2lQIFzVaM https://t.co/y5ooVKMoLM",reportan nuevo caso sospechoso variante británica tamaulipas,1,0,0
789,Adelanta INEGI reporte de defunciones de 2020; Covid es segunda causa de muerte https://t.co/SA380MCaGx https://t.co/VR5kS8Zp4q,adelanta inegi reporte defunciones covid segunda causa muerte,1,0,0
790,"Este martes se recibe el séptimo embarque de vacunas Pfizer con 439 mil 725 dosis: López-Gatell
https://t.co/wE5h6sTlS7 https://t.co/ryx6sF2Iux",martes recibe séptimo embarque vacunas pfizer mil dosis lópezgatell,1,0,0
791,Lee AMLO carta que le entregó a Biden en marzo del 2012 https://t.co/HFChnk3wUQ https://t.co/1P5CfagJ7D,lee amlo carta entregó biden marzo,1,0,0
792,"Biden llama 'terroristas' e 'insurrectos' a los partidarios de Trump que asaltaron el Capitolio de EU
https://t.co/uBmSmixDwi https://t.co/iu7q967q4G",biden llama terroristas insurrectos partidarios trump asaltaron capitolio eu,1,0,0
793,"Reportan nuevo récord de casos de Covid-19; revisa aquí el reporte de tu municipio
https://t.co/XRd8Mp4Wsv https://t.co/HGW3vfySr0",reportan nuevo récord casos covid19 revisa aquí reporte municipio,1,0,0
794,"Este es el expediente del caso del general Salvador Cienfuegos | Documento
https://t.co/lSoLh6mXva https://t.co/dDB7IJZlnI",expediente caso general salvador cienfuegos documento,1,0,0
795,#FelizMartes 🙂 | Hospitales al tope por Covid; desaparición de autónomos; teletrabajo e INE vs. mañanera. Sigue nuestro programa en #AristeguiEnVivo 👉 https://t.co/688JaVyP3s https://t.co/vfOHwL9P30,felizmartes hospitales tope covid desaparición autónomos teletrabajo ine vs mañanera sigue programa aristeguienvivo,1,0,0
796,18% de los municipios del país concentran el 100% de los feminicidios https://t.co/sk04q5rjZd https://t.co/MmBsIfevik,municipios país concentran feminicidios,1,0,0
797,#AristeguiEnVivo Los republicanos han cerrado filas: 45 de los 50 que integran las 100 curules del Senado dijeron que exonerarían al expresidente Trump. Los demócratas dejaron claro que se convocará a la Enmienda 14 para inhabilitarlo en el ámbito político https://t.co/4Bf2RqIl5E https://t.co/eg8EcwG15t,aristeguienvivo republicanos cerrado filas integran curules senado dijeron exonerarían expresidente trump demócratas dejaron claro convocará enmienda inhabilitarlo ámbito político,1,0,0
798,"'No hay comida', dicen migrantes de caravana con destino a EU y varada en Guatemala
https://t.co/6iqPNi0bhh https://t.co/lUqEBxbMDL",comida dicen migrantes caravana destino eu varada guatemala,1,0,0
799,"Biden anuncia paquete de estímulo económico de 1.9 billones de dólares por pandemia
https://t.co/2ArHdbJiAa https://t.co/8crw0bzRHH",biden anuncia paquete estímulo económico billones dólares pandemia,1,0,0
800,'Ombudsperson' de Morelos denuncia penalmente por amenazas a funcionarios del gobierno del estado https://t.co/lLJmyz93Ut https://t.co/KswqSW7k4N,ombudsperson morelos denuncia penalmente amenazas funcionarios gobierno,1,0,0
801,"#AristeguiEnVivo | La dexametasona sólo se recomienda para pacientes con oxigeno suplementario. No se recomienda tomarlo como preventivo, ya que puede derivar en complicaciones. Los antibióticos no ayudan en nada, detalla @roslemusmartin 👉 https://t.co/kwLNebwZAU https://t.co/7IdKeynSNm",aristeguienvivo dexametasona sólo recomienda pacientes oxigeno suplementario recomienda tomarlo preventivo puede derivar complicaciones antibióticos ayudan detalla roslemusmartin,1,0,0
802,"Aprueba INE coaliciones “Va Por México” y “Juntos hacemos historia” para elecciones 2021
https://t.co/EHtJckh2lz https://t.co/PwvMhLRoRG",aprueba ine coaliciones va méxico juntos hacemos historia elecciones,1,0,0
803,Se van a quedar con las ganas quienes apuestan a un enfrentamiento con Biden: AMLO https://t.co/AHi4q2fqKq https://t.co/tSwh8963V2,van quedar ganas apuestan enfrentamiento biden amlo,1,0,0
804,Asalto a la democracia estadounidense | Videocaricatura https://t.co/p5ZSaNZ1tE https://t.co/umg376t3MO,asalto democracia estadounidense videocaricatura,1,0,0
805,"Aún no recibimos respuesta por parte de Pence sobre invocar la Enmienda 25: Pelosi
https://t.co/Ffkeb3AKxa https://t.co/1PSrHW6HVT",aún recibimos respuesta parte pence invocar enmienda pelosi,1,0,0
806,"Hospitalización de Ignacio Ambriz y Luis Flores, por complicaciones en su salud a causa del Covid-19 https://t.co/Y0Q0CorbYq https://t.co/1wZ9Ud4EYJ",hospitalización ignacio ambriz luis flores complicaciones salud causa covid19,1,0,0
807,"Violencia en el Capitolio 'no representa a Estados Unidos': Joe Biden
https://t.co/DJxzYlIT5U https://t.co/7JLWQrkROu",violencia capitolio representa unidos joe biden,1,0,0
808,"#AristeguiEnVivo | Iniciamos nuestra #MesaDeAnálisis con el historiador @DrLorenzoMeyer,  la periodista @AnaLilia_PerezM y el escritor @fabriziomejia 👉 https://t.co/6ZmduVSfhE https://t.co/COkVGvF54t",aristeguienvivo iniciamos mesadeanálisis historiador drlorenzomeyer periodista analilia_perezm escritor fabriziomejia,1,0,0
809,El fiscal Alejandro Gertz anunció en #AristeguiEnVivo que llevará el caso Cienfuegos a nivel internacional 'para ver si tenemos la razón o no' al decidir no ejercer acción penal contra el general https://t.co/h8hrGh8xm5 https://t.co/kRaXsCDvdY,fiscal alejandro gertz anunció aristeguienvivo llevará caso cienfuegos nivel internacional ver si razón decidir ejercer acción penal general,1,0,0
