,Texto,Noticia,Frase/Pensamiento,Microficción
350,"Si te dan a escoger vacuna, ponte la de Pfizer: doctor Macías https://t.co/0NBuWiD2ge https://t.co/etNl5xRREL",1,0,0
351,"Exigen justicia por feminicidio de joven mazateca de 16 años en Oaxaca
https://t.co/PrfwRdn4Ic https://t.co/rJuPKCts7D",1,0,0
352,"'Ya nos toca', dice hijo de AMLO tras aprobación de aborto en Argentina
https://t.co/sjwqfEWuya https://t.co/Oh2BojM8do",1,0,0
353,"Reportan 'colados' en filas para vacuna anti-Covid en Edomex, CDMX y Coahuila https://t.co/dkQxn4M595 https://t.co/kazV02mj1V",1,0,0
354,"Alemania extiende su confinamiento e introduce restricciones más duras
https://t.co/4aj0x3BMzI https://t.co/ECvfqDE5Pw",1,0,0
355,Comienza en Wuhan investigación de OMS sobre origen de Covid-19 https://t.co/5LQInZzzPk https://t.co/0RZosKQAOF,1,0,0
356,"Muere Iker Larrauri, pilar de la museografía y museología mexicanas
https://t.co/J2ejQL5GpV https://t.co/xh3str3nRT",1,0,0
357,"Abre tu ventana y canta `Esta tarde vi llover´como homenaje a Manzanero, hoy a las 8 pm
https://t.co/yjbcIFgmbv https://t.co/b1QDAvuMGB",1,0,0
358,"Semáforo Covid: 90% del país en alerta alta y máxima de riesgo de contagio
https://t.co/BfAOv69Z0X https://t.co/MSiMHSiMm1",1,0,0
359,El sistema de salud del Reino Unido colapsará en tres semanas si no bajan los contagios de Covid-19 https://t.co/8oZsD3ZiOK https://t.co/sJExApnrlv,1,0,0
360,"Presentan en Morena tercera acusación de violación contra Félix Salgado Macedonio | Documento
https://t.co/ovKfLck2eU https://t.co/j9Ya6BhpH1",1,0,0
361,"2020 fue un año de sufrimiento por la pandemia: AMLO; '2021, va a ser mejor', afirma | #Video
https://t.co/HlBZEXi4A4 https://t.co/1Jr5Gvnl72",1,0,0
362,"Logran capturar imágenes en 3D del SARS-CoV-2 | #Video
https://t.co/M4iLBURY5b https://t.co/7zFTHN3svU",1,0,0
363,"Muere posible portador de variante del virus de Covid-19 detectado en NL | Video
https://t.co/IDQVyZCcU4 https://t.co/yhGsYIr8cw",1,0,0
364,Amenaza Google con retirar su buscador en Australia si se aprueba ley que regularía sus ganancias https://t.co/46y8bDQ34h https://t.co/P52qvmmrE2,1,0,0
365,Alerta Cofepris por comercialización ilegal de vacuna de Moderna TX https://t.co/uVs53NN8V8 https://t.co/MlnRCPBvIj,1,0,0
366,"No hay manera de considerar como esenciales a los restaurantes: Sheinbaum
https://t.co/Fo2d1gqqO8 https://t.co/gHNLCygJ3M",1,0,0
367,"Por primera vez, dos mujeres presidirán la Primera y la Segunda Salas de la SCJN | #Videos
https://t.co/07jemkgPFN https://t.co/CVLn56hRAl",1,0,0
368,Es justo y necesario que existan las mañaneras para que podamos replicar: AMLO https://t.co/duYrGqkU2w https://t.co/suLFM0RpyR,1,0,0
369,"Apoyará Economía con mil 600 mdp a pequeños negocios
https://t.co/dd00f75o7g https://t.co/iVHkFpbo4E",1,0,0
370,"Con palos y gas lacrimógeno, Guatemala contiene a caravana migrante | Videos https://t.co/60t7izjl7O https://t.co/PeNDV98eqH",1,0,0
371,"#Dinero con @galvanochoa | El embargo precautorio del SAT no limita la operación de las empresas, por lo que no es verdad que esta medida sea la razón para que  la empresa aérea esté retrasando el pago del salario a sus empleados https://t.co/qJlglxxx18 https://t.co/8ouL7sXZxY",1,0,0
372,"""No tiene nada que ver el documento falso con el evento que sí ocurrió"": Bartlett
https://t.co/iwG2XIqXMv https://t.co/FhKsSG8wQu",1,0,0
373,"'El Covid-19 no es ni remotamente la epidemia más grave en la historia': José N. Iturriaga
https://t.co/0aLuqY6oKE https://t.co/PtnipYWd57",1,0,0
374,México tiene buenas relaciones con gobiernos y pueblos del mundo y por eso nos llegan vacunas: AMLO | Video https://t.co/YoaZyGn4KW https://t.co/b7FAlBe3rg,1,0,0
375,Debió haber sido una prioridad que el presidente se vacunara contra Covid: Mesa de análisis https://t.co/5hmLyNqsuy https://t.co/cjaeNHq0W1,1,0,0
376,AstraZeneca y Pfizer dicen a gobernadores que no podrán venderles vacunas antes de diciembre https://t.co/8sveKeVyCf https://t.co/Kz8zZwe9jV,1,0,0
377,"Mark Zuckerberg explica la suspensión de las cuentas de Facebook e Instagram de Trump | Mensaje
https://t.co/pf9f5NMeD6 https://t.co/2tr9R8M7aQ",1,0,0
378,Dióxido de cloro e ivermectina no son tratamientos contra el Covid-19: doctora https://t.co/F8XAp7tFu6 https://t.co/dmcx4VjGug,1,0,0
379,"En ningún momento ha sido rebasado el Sistema Hospitalario durante la pandemia: López-Gatell
https://t.co/CTplcU0L0P https://t.co/Hj3r6mmluN",1,0,0
380,Metro de la Ciudad de México tienen sistemas muy viejos: Gaviño https://t.co/BKbWQcYmgf https://t.co/uTO9jTHgUW,1,0,0
381,Era un despropósito no usar al Ejército y Marina en labores de seguridad pública: AMLO https://t.co/FfEXEdkiDI https://t.co/ONQAvPGvu6,1,0,0
382,Asaltan ¡caseta de cobro! de autopista en Morelos y se llevan 130 mil pesos https://t.co/s6DcWNVmn7 https://t.co/KQg7MvzxO8,1,0,0
383,Es falso que se haya negado presupuesto para mantenimiento del Metro: AMLO https://t.co/K5eF8GumP8 https://t.co/scuVKi2jlF,1,0,0
384,#Video | Así se ve el coronavirus en 3D https://t.co/7QVtbAgUre https://t.co/WMlBnMRmC7,1,0,0
385,Exsenador Jorge Luis Lavalle comparecerá ante FGR por presuntos sobornos de Lozoya https://t.co/J58UzuEIS2 https://t.co/pvdvuYRRnv,1,0,0
386,Con vacuna china CanSinoBIO iniciará la vacunación de adultos mayores https://t.co/CFrFm3hjYz https://t.co/g5jFDFkVd6,1,0,0
387,"Procedente de Albuquerque, manada de lobos mexicanos se liberará en el norte de este país | #Video
https://t.co/jmJbS0IdFe https://t.co/9wGjInlUW4",1,0,0
388,"Empieza toque de queda en Washington y en Virginia declaran estado de emergencia
https://t.co/RJlKLHHnYi https://t.co/8kYrRDH1DL",1,0,0
389,Biden aseguró a AMLO que trabajará por revertir las 'draconianas políticas' de migración de la era Trump https://t.co/xnQe5vpTkq https://t.co/mWqMw51lXS,1,0,0
390,"Personas con síndrome de Down, un grupo olvidado en la vacunación contra el Covid-19
https://t.co/4lRPFvWh3V https://t.co/5UCJZMWbvC",1,0,0
391,"El presidente López Obrador fija postura sobre la exoneración a Cienfuegos: 'Es una decisión que toma la @FGRMexico, pero que el gobierno que represento secunda, es decir, avala, respalda, porque nosotros sostenemos que debe de terminarse la impunidad...'
https://t.co/nj1KyzT379 https://t.co/8KKi38tSjP",1,0,0
392,Terremoto de magnitud 6.3 golpea el centro de Croacia; hay daños materiales | Video https://t.co/cM6LeRLKmq https://t.co/qoHAdu6Jfk,1,0,0
393,"Entre las llamadas, hay referencia entre los presuntos narcotraficantes de un tal 'Omarcito', autoridad a quien le pagaban sobornos para poder realizar sus actividades en Guerrero. Si enlazamos todo, hay mucho para que el gobierno investigue: Hernández https://t.co/DOXjjQOmni https://t.co/uGbs5ZI40I",1,0,0
394,"EU destinará 4 mil millones de dólares en apoyo a Honduras, El Salvador y Guatemala: AMLO | Video https://t.co/p6yUr5NnGL https://t.co/ACmTJYcHHd",1,0,0
395,Se ubica Covid-19 como segunda causa de muerte en México https://t.co/wV1Ki4ByXe https://t.co/IpzItRbMPu,1,0,0
396,"¡Fake! Salud desmiente lista de contraindicaciones de vacuna Pfizer que circula en redes sociales
https://t.co/jiyPFXdjsr https://t.co/x9xZcF9rln",1,0,0
397,"En primera reunión del G-20, AMLO planteará censura en redes sociales https://t.co/FyD6kA17LV https://t.co/uLY7fYstPD",1,0,0
398,"Vacuna rusa Sputnik V sólo se usará con autorización de Cofepris: López-Gatell
https://t.co/vEo3jMW4CY https://t.co/Ywl453kN57",1,0,0
399,#ALERTA Nunca tuve BlackBerry ni escribí los mensajes interceptados por la DEA: Salvador Cienfuegos a la FGR https://t.co/H2lSmkY1zM https://t.co/lDcpzNhKaf,1,0,0
400,"Biden firma sus primeros decretos como presidente, incluido el uso de cubrebocas en edificios federales
https://t.co/NVD64l3sd5 https://t.co/sIMdQ5dnhB",1,0,0
401,Que el TEPJF decida si puedo hablar de la elección: AMLO https://t.co/PEIy2XSFvS https://t.co/RkIrDIs58S,1,0,0
402,"WhatsApp aplaza actualización después de reacciones negativas a su política de privacidad
https://t.co/bxObAUrjWo https://t.co/4MXrKtK2DD",1,0,0
403,Llegan a México 219 mil 385 vacunas de Pfizer https://t.co/ekzzmVC0q1 https://t.co/vmnScW9EXL,1,0,0
404,La oposición en Brasil solicita juicio político contra Bolsonaro por la crisis de la Covid-19 en Amazonas https://t.co/IsEEJWeiIa https://t.co/jQjemPWGgJ,1,0,0
405,"Para ampliar la información sobre este tema, te invitamos a revisar la nota 'Ofrecían en PRI capitalino 14 mil pesos por dar servicios sexuales a Gutiérrez de la Torre', publicada en octubre de 2020.

👉 https://t.co/A2yYcDuRlg https://t.co/7V9az78dSh",1,0,0
406,Equipo multidisciplinario de especialistas vigila salud de AMLO https://t.co/5NjTAcCNRV https://t.co/tYQNY2xKLZ,1,0,0
407,"Papalote Museo del Niño, en riesgo de desaparecer; lanza campaña para recaudar fondos
https://t.co/BzsHS1tF1K https://t.co/epxkE76xyQ",1,0,0
408,"Gobierno reservó contratos sobre vacunas, por eso necesitamos órgano que abra información: Amedi https://t.co/I2wtyBkapf https://t.co/DAfE7ouyyN",1,0,0
409,"Trump agradece a López Obrador su amistad y envío de 27 mil soldados para resguardar la frontera
https://t.co/bLGx8SU3Vk https://t.co/nB930Xa7vG",1,0,0
410,Recuperó Hacienda 92 mil mdp en efectivo de grandes contribuyentes en 2020 https://t.co/DWGjEahPm9 https://t.co/Up9glEVJe4,1,0,0
411,"Falleció fundador del periódico El Economista, Luis Enrique Mercado
https://t.co/NRiWvvW6Qn https://t.co/W2WZdAmLV1",1,0,0
412,Incendio en la mayor fábrica de vacunas anti-Covid en el mundo no afecta producción https://t.co/Jbc8tjNTUR https://t.co/518qv8zLcv,1,0,0
413,Anuncia AMLO investigación por aplicación de vacuna a familia de médico en Edomex https://t.co/ulAvnJvwUG https://t.co/gisVG2XXS6,1,0,0
414,Reino Unido rompe el récord de nuevos contagios de Covid- 19 con casi 58 mil casos en un solo día https://t.co/0v05J5uBbM https://t.co/Z2sNCMo9Li,1,0,0
415,La nieve colapsa Madrid y otras ciudades de España por una tormenta inédita | Fotos y vídeos https://t.co/WcJEiFXuwj https://t.co/U8OxrOd9O4,1,0,0
416,"Fuerza armada de Estados Unidos aborta golpe de Estado de Trump | Artículo de @CTSUAMRG 
https://t.co/AC88cvcmmX https://t.co/0WfMAWN0A8",1,0,0
417,"Producción y distribución de oxígeno medicinal es ahora prioridad nacional: Diario Oficial
https://t.co/XJYawCKbUz https://t.co/PhWXYoohsK",1,0,0
418,"Luego que el presidente Andrés Manuel López Obrador informar que dio positivo a coronavirus, integrantes de su gabinete y diversos políticos le desearon pronta recuperación https://t.co/CiTzbp7h2D https://t.co/oOXNhGWwhI",1,0,0
419,"El aborto jamás será aprobado en Brasil, dice Bolsonaro tras decisión de Argentina
https://t.co/K1Xpk3Dc39 https://t.co/LvIjWPRQvA",1,0,0
420,Tenemos que abrir los restaurantes; ya no aguantamos más la crisis: empresario https://t.co/1GXvJRiNRo https://t.co/YVWjr7A1yC,1,0,0
421,"Si tienes un cilindro de oxígeno, no lo guardes, hay enfermos que los necesitan ahora: Sheffield https://t.co/c7TLiraIZv https://t.co/ppo4YxsfHY",1,0,0
422,"Así quedó regulado el 'teletrabajo' en México
https://t.co/GXdZa38olX https://t.co/iovWhBoTpH",1,0,0
423,El Vaticano empezará vacunación anti-Covid a mediados de enero; prioridad para ancianos y sanitarios https://t.co/is92Kk4L41 https://t.co/J6C4Xerkez,1,0,0
424,"Baja Profeco 100 páginas y 700 perfiles de Facebook por fraude en venta de oxígeno
https://t.co/JTAmrdg8V0 https://t.co/83rae5LLIs",1,0,0
425,"Matan a balazos a cinco hombres en la alcaldía Miguel Hidalgo, CdMx | Video https://t.co/Kmn3KsBiVK https://t.co/U0O4dZuX0z",1,0,0
426,"Frustrado por el lento avance de la vacunación contra Covid-19 en Canadá: Trudeau
https://t.co/t2JHLjifOv https://t.co/sKhglpYyG2",1,0,0
427,"La Salle ofrece congeladores para vacunas Covid-19 que requieren temperaturas de -70°
https://t.co/tkH50FLpKV https://t.co/71uWVkqzaD",1,0,0
428,"#AristeguiEnVivo | Si la primera dosis de la vacuna no va seguida de la segunda, no se pierde la efectividad de la primera, comienza una protección parcial, explica Alejandro Macías, infectólogo y catedrático de la Universidad de Guanajuato https://t.co/BL8qVWDpQt https://t.co/r3NYjAQzkd",1,0,0
429,"Matan a balazos a cinco hombres en la alcaldía Miguel Hidalgo, CdMx | Video https://t.co/Kmn3KsBiVK https://t.co/tmNnspuqxO",1,0,0
430,Se reúne AMLO con candidata de Juntos haremos historia por gubernatura de NL https://t.co/mivxAu5Ytf https://t.co/iE1erQvrEv,1,0,0
431,"Sabina Berman explica polémico tuit sobre vacunación | #Video
https://t.co/fZ8mKyIKKC https://t.co/I77K2PgPTn",1,0,0
432,"México, el país con más personas vacunadas en AL; 11 de enero iniciará vacunación en todo el país
https://t.co/6ucGuHcKJI https://t.co/xaF8k5CIei",1,0,0
433,Juan Villoro coordinará serie cursos gratuitos sobre literatura iberoamericana https://t.co/tgEmkGPQHw https://t.co/rw1MsBUtr8,1,0,0
434,Murió el diseñador de moda francés Pierre Cardin a los 98 años https://t.co/CJVmzg6BoG https://t.co/9lkeYJwuLr,1,0,0
435,Fallece el escritor Antonio Velasco Piña https://t.co/BobcGxkN9C https://t.co/q0aNtMsAVh,1,0,0
436,Covid: 69 bebés se han contagiado en el Hospital Mónica Pretelini en Toluca https://t.co/phgk6Vn1Tc https://t.co/7pBiJkRanL,1,0,0
437,Las razones de la FGR para no ejercer la acción penal contra Cienfuegos https://t.co/64m6wqsFZy https://t.co/FebtyiL5g1,1,0,0
438,"#AristeguiEnVivo | Cuando exista una denuncia contra Cienfuegos sobre Tlatlaya o Ayotzinapa, entonces investigaremos. Quien tenga elementos que los presente: Alejandro Gertz Manero, titular de @FGRMexico 

Aquí 👉https://t.co/Yr4FpDQ4AE https://t.co/OmbxWqRh5C",1,0,0
439,El mundo supera los 99 millones de contagios de Covid-19 https://t.co/IXwIdiTfsA https://t.co/NJaBpSg1H1,1,0,0
440,"Hallan tumbas de niños de la elite inca de 500 años de antigüedad en centro arqueológico en Perú
https://t.co/rIjjae6HSa https://t.co/f8BnVXnuDX",1,0,0
441,Poder militar y narcoestado | Artículo de Héctor Tajonar https://t.co/ZvfNDEJAxm https://t.co/1iudazVcFq,1,0,0
442,México no está haciendo bien la tarea sobre el Acuerdo de París: Adrián Fernández https://t.co/nbUuvQM8hN https://t.co/Wqy9L7acTW,1,0,0
443,"Arrestan a farmacéutico que confesó haber saboteado 500 vacunas contra coronavirus en EU 
https://t.co/GuJyVzgxJk https://t.co/TMRa8zIVGm",1,0,0
444,Tribunal Electoral ordena al INE que defina medidas cautelares para conferencias de AMLO https://t.co/qjkWYhxVok https://t.co/TMiSqRAbqP,1,0,0
445,ISSSTE inicia investigación sobre supuesta desaparición de vacunas en hospital de Morelos | Video https://t.co/5v8h1aDrNF https://t.co/ghrIdaWMwl,1,0,0
446,Japón encuentra nueva variante de coronavirus en viajeros procedentes de Brasil https://t.co/g8tcXx2UUx https://t.co/liRU6FE529,1,0,0
447,"Es bueno reconocer que se cometió un error, dice AMLO sobre documento falso presentado por CFE https://t.co/42LSazsRZv https://t.co/qqZip4s9tg",1,0,0
448,"El INE daba candidaturas y registros a partidos por órdenes del Presidente, dice AMLO https://t.co/dwHIwusvvi https://t.co/AQ3XkPdMr1",1,0,0
449,La oposición en Brasil solicita juicio político contra Bolsonaro por la crisis de la Covid-19 en Amazonas https://t.co/IsEEJWeiIa https://t.co/WEkbMgSS5u,1,0,0
450,"ISSSTE Morelos presenta denuncia ante la FGR por robo de vacunas anti Covid-19
https://t.co/dMj89WLCB3 https://t.co/HQRydd9QAV",1,0,0
451,Las conferencias de prensa matutinas acumulan 235 millones de vistas en el canal de YouTube del presidente Andrés Manuel López Obrador https://t.co/DLihRO12YC https://t.co/nndSr3qHEu,1,0,0
452,"Arrestan al hombre que se fotografió en escritorio de Nancy Pelosi durante asalto al Capitolio
https://t.co/QuH3OcmoBd https://t.co/ww8t9d4D8F",1,0,0
453,"#AristeguiEnVivo | El exceso de mortalidad es el mejor indicador para medir los efectos de la pandemia. Es un término técnico que calcula la diferencia entre las defunciones observadas durante un periodo contra lo que era esperado: @LaurianneDsp, analista https://t.co/xwHE8fvBgh https://t.co/YEGRvs9nYg",1,0,0
454,"#AristeguiEnVivo | A pesar de las restricciones por la Covid-19 y la reducción de horarios, miles de personas atiborraron las playas mexicanas, dejando de lado las medidas de seguridad necesarias. Todos los detalles con Beatriz de León, periodista https://t.co/pzvjSodoo2 https://t.co/8H9ICU7Vc5",1,0,0
455,"Norberto Rivera prefirió atenderse en hospital privado: Arquidiócesis
https://t.co/t9GELMZaX3 https://t.co/SZpkL0OcvI",1,0,0
456,"Gobierno de la CDMX recibe donativo equipo de protección médica de Seúl
https://t.co/8IPlRhBeWF https://t.co/D5yXScqNes",1,0,0
457,"Homenajea UNAM a enfermeras y enfermeros con mural, por su combate contra Covid-19 https://t.co/iCEjWJZaRg https://t.co/XaRaXJZR8q",1,0,0
458,México es la casa de billones de aves migratorias durante el invierno: UNAM | Videonota https://t.co/E19hhHxJeF https://t.co/Hd01MAxrQN,1,0,0
459,Sanciona y exhibe Profeco a 16 negocios de oxígeno medicinal https://t.co/m9LBUzO2G0 https://t.co/CUGQvxTI3L,1,0,0
460,Acusa AMLO a DEA de fabricar delitos contra Cienfuegos https://t.co/WuiqGC3QQp https://t.co/cDtcfs4v3Y,1,0,0
461,"Uno de los partes informativos, reflejaba que uno de los altos funcionarios que estaba siendo notificado era Omar García Harfuch, entonces Coordinador de la Policía Federal en Guerrero. Este es un indicio de que él sabía lo que ocurría ese día: Hernández https://t.co/a2BfkCGxA5 https://t.co/sF7yXKBIWQ",1,0,0
462,"Hoy comenzamos esta vacunación masiva. Hasta ahora, llevamos alrededor de 90 mil vacunas aplicadas. En los cuatro próximos días, el propósito es aplicar más de 400 mil para llegar a cerca de 500 mil, dijo el presidente López Obrador en la #mañanera de hoy https://t.co/8VDvCahT8n https://t.co/sE4F0saUjT",1,0,0
463,"Identifican a excampeón olímpico entre asaltantes al Capitolio | #Video
https://t.co/B3PaMPJwaj https://t.co/RpSIjLA8q2",1,0,0
464,"Se incendian oficinas del Metro de la CdMx; líneas 1, 2, 3, 4, 5 y 6, fuera de servicio | #Video
https://t.co/scDSCACGdL https://t.co/47wxA8HeaD",1,0,0
465,"Ibero expulsa a alumno de licenciatura por agresión de género
https://t.co/Eu749suEew https://t.co/DI13Wit03n",1,0,0
466,"Maltrato a menores como método de disciplina es contrario a su dignidad: SCJN
https://t.co/mhgymTyeTk https://t.co/tz8mCgtTkO",1,0,0
467,"En Wuhan salen a las calles a celebrar la llegada del 2021 | #Video
https://t.co/g1vI7l8c5z https://t.co/fRY81J9kjd",1,0,0
468,"Bolsonaro achaca elevado desempleo en Brasil a que 'muchos no saben hacer casi nada'
https://t.co/YaNZimXQBY https://t.co/ZzWTFzVAht",1,0,0
469,Niega AMLO 'gasolinazos' y aumento de precios en energéticos a partir de enero de 2021 https://t.co/tkIgn0me3x https://t.co/fBwL4hOFTk,1,0,0
470,'Manzanero nos dio el amor': lamentan en redes muerte del cantautor https://t.co/iLpFJRGx54 https://t.co/dEUqBprhh8,1,0,0
471,"San Francisco del Mar, un municipio oaxaqueño con cero casos de Covid-19 https://t.co/iAOAhktpPJ https://t.co/3eeCrKphT8",1,0,0
472,"#AristeguiEnVivo | Hay un grupo de especialistas que está dando siguiendo la salud del presidente. El estado de salud de un mandatario es de interés público; la forma en cómo se dé a conocer corresponde a los especialistas, en palabras de @JesusRCuevas 👉 https://t.co/wg09wbZVJP https://t.co/vP4iTfRvaO",1,0,0
473,Zapopan supera los 10 mil casos de Covid-19; revisa aquí el reporte de tu municipio https://t.co/6g0YGkqg5T https://t.co/IjjfBJpgaU,1,0,0
474,"Un día como hoy, pero en 1961 se creó el Colegio de Biólogos de México por científicos del IPN. A partir de ese momento el 25 de enero se celebra el Día del Biólogo en nuestro país https://t.co/QfI4KkpGyP https://t.co/TMsXx691HH",1,0,0
475,Muertos por Covid muestran que la pandemia rebasó al sistema de salud: Graue https://t.co/qfVMxqQJTv https://t.co/WcoHS3gDPI,1,0,0
476,Exceso de mortalidad es 2.45 veces la cifra reportada por la Secretaría de Salud: Despeghel https://t.co/Xt6GZxNBeK https://t.co/LWfw3BzUKO,1,0,0
477,Critica AMLO 'censura' de las redes sociales de Donald Trump: AMLO https://t.co/Zci2DGJbWG https://t.co/mMomxl0AFh,1,0,0
478,Morena hace spot con llegada de la vacuna contra Covid a México https://t.co/32L71I3Vvo https://t.co/V4adAeMoH3,1,0,0
479,"#AristeguiEnVivo Acusado de contrataciones irregulares, Bogart Montiel Reyna, renunció a su cargo de director ejecutivo de Administración del #INE. el consejero presidente del INE, Lorenzo Córdova, externó su reconocimiento al renunciante: @galvanochoa 👉 https://t.co/HcPcr6N5E8 https://t.co/isFSwnsEiv",1,0,0
480,Alemania adquiere tratamiento anti-Covid que recibió Trump https://t.co/XVjVDluMMi https://t.co/xDrG4K62AO,1,0,0
481,El caso Cienfuegos se cerró en EE.UU. por que hubo una solicitud del Dpto. de Justicia y porque la jueza confiaba en que México seguiría el proceso. Es una locura que Gertz Manero diga que irá a instancias internacionales: @ricardomraphael 👉 https://t.co/jaVXteF7hn https://t.co/UvaI2QW9zW,1,0,0
482,Restaurantes de CDMX abrirán el 18 de enero en áreas abiertas y bajo estrictas medidas de seguridad https://t.co/WAUOoYe4q9 https://t.co/prXPYyTyxZ,1,0,0
483,"74% migró al 'home office'; estiman que vuelva 'normalidad' hasta 2022
https://t.co/hEDaLuElUb https://t.co/lhUrYkFHJo",1,0,0
484,Se empieza a develar el tamaño de la pandemia en México: Mesa de Análisis https://t.co/zY0chkN5OR https://t.co/qHGinB9AUS,1,0,0
485,"El CSG señaló un semáforo que cuando está en verde se puede regresar a clases. Ahora hay dos estados en verde: Campeche y Chiapas. Cuando está en amarillo, se pueden abrir centros de aprendizaje comunitario y también continuar el aprendizaje en casa https://t.co/bYfHH4fkrD https://t.co/ywtufhzO3O",1,0,0
486,Acusación contra Salgado por un caso de violación es producto de la temporada electoral: AMLO https://t.co/DCQA8b63C1 https://t.co/Pr5QZJ1aqo,1,0,0
487,"FBI investiga intento de venta de laptop de Pelosi a Rusia tras irrupción al Capitolio
https://t.co/PsEOMyVVNW https://t.co/Rh47r9qy4n",1,0,0
488,Impone Cofece multa de 35 mdp a 7 bancos por colusión https://t.co/Cr2x7dNtYd https://t.co/rGLpK20cTP,1,0,0
489,"Exigen justicia para Gala, activista trans asesinada en Morelos
https://t.co/KEtmDGmI5L https://t.co/bldxoPU3aW",1,0,0
490,Biden aseguró a AMLO que trabajará por revertir las 'draconianas políticas' de migración de la era Trump https://t.co/xnQe5vHubY https://t.co/AzbnadsZvu,1,0,0
491,#ULTIMAHORA Muere por Covid-19 el productor Phil Spector en una cárcel de California https://t.co/fgPyx9esvY https://t.co/Zx0qJV0ftS,1,0,0
492,Intercepciones al cártel del H2 revelan colaboración de Cienfuegos: exdirectivo de la DEA https://t.co/ylL7hU1dTv https://t.co/gkVsZlJjvT,1,0,0
493,"Para que el oxígeno sea seguro, debe ser de Infra o Medigas. Las otras empresas que se suman al esfuerzo trasladan sus volúmenes de oxígeno a estas dos compañías. No busquen fuentes poco seguras en redes ni en páginas de comercio, aconseja @SheffieldGto 👉 https://t.co/EOwAr9Vz4J https://t.co/BZ5Ia4YQp6",1,0,0
494,"#ÚltimaHora Rezaré por el éxito de la administración de Joe Biden: Trump
https://t.co/gI2JaVr6bO https://t.co/LF3jYm3RDT",1,0,0
495,"#AristeguiEnVivo | Mi caso ha sido muy difundido en los medios, pero ¿qué hay de aquellas mujeres cuyo caso no trasciende? ¿Qué pueden esperar de una autoridad que hace omisiones?, cuestiona María Elena Ríos https://t.co/C4Cze68YxK https://t.co/V3OaEo5pKf",1,0,0
496,Protestan feministas en Guerrero contra Salgado Macedonio https://t.co/GI5dykCrBS https://t.co/JwhDnh2gvY,1,0,0
497,"#Dinero con @galvanochoa El peso amanece fuerte ante el #dólar, cotizando en $19.95. La Constitución estipula que en caso de falta absoluta del presidente, la Sria. de Gobernación  asumiría provisionalmente la titularidad del Ejecutivo, pero no es el caso https://t.co/B3pBh3ZbMz https://t.co/SK0V2DpKT9",1,0,0
498,"Detienen a alcalde de Zinacantepec, Edomex, por probable homicidio en grado de tentativa
https://t.co/7ihoMb0DtI https://t.co/ZGGoVhMlmR",1,0,0
499,"Doce personas fueron asesinadas y sus cuerpos fueron tirados a mitad de una carretera en jurisdicción del municipio de Las Choapas, zona sur de la entidad, la noche del domingo https://t.co/CupFWA0l6v https://t.co/HOMyuPmwxt",1,0,0
500,Para reducir violencia en Guanajuato hay que atender la descomposición social: AMLO https://t.co/o27enfbWzs https://t.co/L8DiRmQa8V,1,0,0
501,Alcaldía Cuauhtémoc supera los 22 mil diagnósticos de Covid-19; revisa aquí el reporte de tu municipio https://t.co/z8T7Kc5IrN https://t.co/WdelUEipii,1,0,0
502,"Avión indonesio con 60 personas a bordo se estrella en el mar después del despegue | #Video
https://t.co/7xSTYcgMfx https://t.co/xrHT8GL3so",1,0,0
503,"Reino Unido sale oficialmente de la Unión Europea
https://t.co/YyTcwr9nuk https://t.co/mFuiqMwoFT",1,0,0
504,"'Hasta la pregunta ofende', responde vocero presidencial a pregunta sobre si paga a reporteros de mañanera https://t.co/iLjwZUZIIJ https://t.co/C6ZCdq8yUI",1,0,0
505,"Iztapalapa supera los 50 mil casos de Covid-19; revisa aquí el reporte de tu municipio
https://t.co/NYel1zDhNk https://t.co/WVdbdFw86u",1,0,0
506,Valle de México: tres días seguidos con descenso en número de hospitalizados por Covid https://t.co/H6SgcfNcsv https://t.co/4uQw6Lwbmh,1,0,0
507,"#AristeguiEnVivo | El general Cienfuegos es muy inteligente, no va a comprar bienes que sean fáciles de identificar. Muchos de los cárteles lavan el dinero y eso dificulta las investigaciones. Es probable que usara un prestanombres: Mike Vigil https://t.co/aullWiyhc4 https://t.co/MGktl2ewNM",1,0,0
508,Expertos de la OMS llegan a Wuhan para investigar origen de Covid; dos quedan retenidos en Singapur https://t.co/dyQjYOxTUd https://t.co/oZXjghwUG7,1,0,0
509,"A causa de complicaciones derivadas del Covid-19 muere el poeta Iván Trejo
https://t.co/48Z3HwySNg https://t.co/0R7uiHxgel",1,0,0
510,"Alemania alerta a sus ciudadanos sobre viajar a EU por riesgo de violencia e insurrección
https://t.co/ePrEEWfP3h https://t.co/hEgSXmgVXT",1,0,0
511,"Primera persona en recibir la vacuna anti-Covid en Reino Unido recibe su segunda dosis
https://t.co/cR305UloOl https://t.co/XFY9N1pMOr",1,0,0
512,Secretaría del Bienestar contacta vía telefónica a adultos mayores para informar sobre vacunación https://t.co/KpeCGwxdgL https://t.co/9rQuZjuQPl,1,0,0
513,"Inhabilita SFP 10 años a Alfredo Castillo por ocultar cuentas con 18 millones de pesos
https://t.co/7cehB3kUSA https://t.co/ku3xUeiIpu",1,0,0
514,"Biden anunció la compra de 200 millones de vacunas adicionales contra Covid-19
https://t.co/M35uqia2kN https://t.co/Kf7fFKipgX",1,0,0
515,Inicia la vacunación a docentes en Campeche https://t.co/RZPP9RgWLw https://t.co/mjOFUkBazx,1,0,0
