,Texto,Usuario,Fuente,Conteo de retweets,Conteo de favoritos
482,"@jardindebonsais -Te juro que no hablé con la policía- niego pese al vídeo que me evidencia,  sorprendido de que mi suegro, un vejete de casi 80 años blanda con extrema habilidad el martillo.
-Llevo queriendo hacer esto desde el día de tu boda. Gracias por darme la excusa. 
#RetoSituaciónLímite",Narratorio,Twitter Web Client,3,3
483,"Eran como conejitos muy chiquitos. De día muy tranquilos, de noche se introducían en los estómagos de los niños. #panicosiniestro",Narratorio,TweetDeck,3,9
484,El pequeño lanzó el ladrillo desde el puente de la autovía y grabó con el celular el estrepitoso accidente. Ya llevaba 7 videos,Narratorio,TweetDeck,3,4
485,Ella lo encontró cuando decidió plantarse y no permitir más humillaciones por parte de su esposo. Valor.,Narratorio,Twitter Web Client,3,6
486,"¿Qué mejor serendipia que descubrir que nuestros cuerpos se amoldan como piezas de un puzzle? Una fusión de dos corazones que cabalgan desbocados al mismo ritmo, con jadeos que se complementan hasta parecer uno, como los orgasmos que nos envuelven. #jueverotic",Narratorio,Twitter Web App,3,3
487,"-No entres, esta casa está encantada. 
- En serio, te crees unas cosas... - dijo perdiéndose en la oscuridad del pasillo. 
Su hermanito sigue esperando desde hace días que regrese.",Narratorio,TweetDeck,3,12
488,"-Es en estas circunstancias en la que te das cuenta lo ridículo que puede llegar a ser un hombre.
-Y dale.
-Mi prótesis es un brazo biónico que me permitirá romper la pared para que escapemos. ¿Y la tuya?
-Seguro que en algún momento usamos mi ciberpene.
#juevesautomata",Narratorio,Twitter Web App,3,7
489,"-La prótesis funciona perfectamente, no entiendo la queja.
-Ese es precisamente el problema. No se quedar dormida, no se le caen las cosas entre los dedos o me frustra porque no pueda abrir un bote.
-No entiendo.
-Siento que llevarla mutila mi naturaleza humana.
#juevesautomata",Narratorio,Twitter Web App,3,5
490,"-¡Silencio! – gritó el mudo.
Y entonces el ciego lo vio todo claro.",Narratorio,TweetDeck,3,11
491,"Mientras miraba embobado su teléfono en la discoteca, su novia bailaba con otro. “Siempre me dejan” se lamentaba, “no lo entiendo”.",Narratorio,TweetDeck,3,11
492,Las palabras atravesaron su corazón tiñéndolo todo de color atardecer.,Narratorio,TweetDeck,3,6
493,"Sentado en aquel banco, la observó durante años. Cómo entraba y salía de la librería en la que trabajaba, cómo reía y bromeaba con sus compañeros o cómo se estiraba para llegar al estante más alto, atesorando minutos que para él valían por toda una vida.",Narratorio,TweetDeck,3,6
494,El banco del tiempo sobrevivía gracias a aquellos románticos que buscaban atesorar más momentos con su ser amado.,Narratorio,TweetDeck,3,8
495,Con la guerra la ciudad fue abandonada. Mi saqueo se interrumpió cuando pisé una mina. Apenas aguanto ya sin moverme.,Narratorio,TweetDeck,3,13
496,"En el Banco del tiempo los amasafortunas no tenían cajas de seguridad, ni siquiera cuenta. Su público objetivo eran nostálgicos, poetas, románticos, músicos, escritores y, por supuesto, meteorólogos.",Narratorio,TweetDeck,3,6
497,Su complejo le llevó a delinquir. Solo cuando alguien le gritaba “¡Alto!” olvidaba su baja estatura.,Narratorio,TweetDeck,3,4
498,"Por más que jurara y perjurara, nadie e se creyó la historia del vagabundo que se acostó sobre un banco en 2018 y despertó pocas horas después en 2047.",Narratorio,TweetDeck,3,8
499,"El martes en el teatro nos ovacionaron como nunca. Todos se sorprendieron y preguntaron por la tecnología que habíamos usado para que la actriz principal, recientemente fallecida, subiera al escenario. Ningún actor quiere volver desde entonces.",Narratorio,TweetDeck,3,8
500,El martes en la oficina marcaba el inicio de una semana de pasión y explosión de emociones. Ahora es un agujero negro que me arrastra.,Narratorio,TweetDeck,3,9
501,"@AsiloOscuro Eris había escapado para volver a entregar su manzana de discordia. Los hombres de todo el mundo, seducidos por el aroma de la superioridad sometieron a las mujeres sin miramientos, con crueldad. Ese encantamiento aún no se difumina. #asilooscuro",Narratorio,Twitter Web Client,3,3
502,"@jardindebonsais -¿Te dijo que tu suegro es un capo del cartel y te quedas como si nada?
-Pues sí. Yo vivo muy cómodo con la asignación que nos da, ¿para qué remover las aguas?
-Pero... Es dinero sucio.
-Podría ser peor... Podría ser político.
#RetoSituaciónLímite",Narratorio,Twitter Web Client,3,6
503,"Lo llamaban el banco del tiempo por el hombre que durante 60 años acudió allí cada tarde, sin importar que lloviera o hiciera calor. Con una sonrisa amarga y un ramo de flores esperaba que un día ella cambiara de opinión y volviera. #LocosInfinitos",Narratorio,Twitter Web Client,3,6
504,"EL banco del tiempo sobrevivía gracias a aquellos románticos que buscaban atesorar más momentos con su ser amado. 

 #LocosInfinitos",Narratorio,Twitter Web Client,3,5
505,"@megustaescribir Crucé el puente un martes, sorteé el pozo, la posada y la cárcel. En cinco tiradas entré con la puntuación exacta al jardín de la Oca. Toda la noche gané sin discusión. Ahora, pregúntame cómo me va en el amor. #martesmge",Narratorio,Twitter Web Client,3,6
506,Compró unas esposas de segunda mano para sus juegos sexuales. No imaginaba que estaban poseídas por un asesino en serie. La policía la busca.,Narratorio,TweetDeck,3,10
507,"Ejerciste tu derecho a desaparecer, a volverte invisible. Yo ejercí el mío a soñarte cada noche, a mojar mis sábanas acariciando tus recuerdos. #jueverotic",Narratorio,Twitter Web Client,3,5
508,-Esto es muy importante -le dije a mi joven yo.- Los zombies existen. Prepárate para sobrevivir durante el apocalipsis.,Narratorio,TweetDeck,3,8
509,"Serendipia: cruzarnos en el baño y que las chispas saltaran en un cruce de miradas osadas, seductoras, lujuriosas. La belleza de encerrarnos en un cubículo justo antes de que apareciera tu marido y que se masturbara escuchando nuestros gemidos sin reconocer los tuyos. #jueverotic",Narratorio,Twitter Web App,3,5
510,"DEFECTUOSO
- ¿Tiraste el calendario?
- No sirve. No dice cuándo volverá.
 #CuentosDe10",Narratorio,Twitter Web Client,3,21
511,"Nunca vi miradas de amor como las suyas. Él sonreía con cierta ingenuidad en ocasiones, cuando esa maldición llamada alzheimer le impedía reconocerla. -Soy yo, Casilda. Entonces sus ojos brillaban. Nada fue capaz de hacerle olvidar su nombre.",Narratorio,TweetDeck,3,11
512,"El virus que contrajo en A27 casi acaba con él. Tras pasar meses en una cama mejoró. Un día se sorprendió comiendo helado en la fría azotea para darle gusto, lo notaba  débil. Durante años virus y humano se cuidaron hasta que una vacuna mal puesta acabó este idilio.#AmorDistópico",Narratorio,Twitter for Android,3,5
513,"-Hay que pensar en otro sitio donde deshacernos de los cadáveres....
-¿Y eso?
-Han puesto un cartel prohibiéndolo.
-Maldita sea... Justo esta noche toca matanza.
-Pues ya tenemos en qué ocupar la tarde.",Narratorio,Twitter Web Client,3,8
514,- Esto es muy importante - le dije a mi joven yo.- Deja de reírte de los calvos y empieza a cuidar más tu cabello.,Narratorio,TweetDeck,3,3
515,"El sonido burbujeante que hacen tus zapatos al caminar te delata.
-¿Tanto llueve?- te digo desde la sala asomándome para verte llegar empapada. 
-En realidad hace horas que dejó de llover. Tomas mi mano y salimos juntos a saltar en los charcos, a perderme en tu risa.",Narratorio,TweetDeck,3,14
516,El calendario marca 110 días sin ella... parecen 100 años. #CuentosDe10,Narratorio,Twitter Web Client,3,9
517,- Esto es muy importante-le dije a mi yo adolescente- no te tatúes el nombre de Mónica.,Narratorio,TweetDeck,3,7
518,-Esto es muy importante-le dije a mi yo puberto. -No desconectes la máquina de respirar del abuelo para cargar tu móvil.,Narratorio,TweetDeck,3,8
519,"@CajonRelatos Decidió que su hogar le quedaba pequeño y salió a vivir correrías. Y mi hija lloraba desconsolada, pegada a la ventana.
- Mi amor, es un gato, son así.
- ¿Regresará?
- Seguro que algún día. #mismofinal",Narratorio,Twitter Web App,3,3
520,"@PlcdRmr @RMonociclo -Martínez, esta es mi mujer- El director le miró con sonrisa burlona.
-Mucho gusto-dijo con voz entrecortada sin saber donde meterse. 
-Quiero que repita lo que hizo con mi esposa, pero esta vez estaré mirando - le susurró sujetándole del brazo.
#Monoficciòn",Narratorio,Twitter Web Client,3,5
521,"@CajonRelatos Todos temblaban en el frigorífico cada vez que se encendía la luz del interior.Secuestros masivos sin que nadie pudiera hacer nada.Solo les quedaba consolarse y esperar que no llegara su turno, que aquel monstruo no se los llevase.
-¿Regresará? 
-Seguro que algún día. #mismofinal",Narratorio,Twitter Web App,3,3
522,"@CajonRelatos Se fue, de la noche a la mañana y ninguno supimos afrontarlo. Fusión de la empresa, despidos masivos, y uno con 50 años perdiendo la casa, la tranquilidad, la vida... Mientras, alguien sin escrúpulos se llena los bolsillos. ¿Se le regresará? Seguro que algún día. #mismofinal",Narratorio,Twitter Web App,3,3
523,"@CajonRelatos Hace cinco años que desapareció, dejándome sola con un hijo de 3 años a quien tengo que mentir todos los días en una breve conversación que se repite y me horada el estómago y el corazón.
-¿Regresará? 
-Seguro que algún día. #mismofinal",Narratorio,Twitter Web App,3,3
524,"-Señor, no juegue con ese botón.
-¿A que lo aprieto?
-Si lo hace activará el envío de bombas nucleares a las principales capitales del mundo.
-Soy el presidente, si quiero lo aprieto.
-Señor...
-Por idiota- dijo presionándolo.
#microhorror",Narratorio,Twitter Web Client,3,10
525,El diablo decidió modernizarse y ahorrar costos adoptando un único método de tortura: un viaje eterno en Metrobus de CDMX en hora punta.,Narratorio,TweetDeck,3,8
526,"@PlcdRmr @RMonociclo -¿Ese no es tu ex? 
-Te juro que no sabía que trabajaba aquí.
-Quizá deberíamos de celebrar en otro sitio el banquete de boda...
#monoficción",Narratorio,Twitter Web Client,3,3
527,"Alternaba la universidad con dos trabajos para ser alguien en la vida. Lo que nunca llegó a saber fue en la vida de quién.

#Monoficción https://t.co/8VUZwXcLVk",Narratorio,Twitter Web Client,3,6
528,"Imaginó todo un universo nuevo, pegado al cristal del elevador que le permitía ver una panorámica de la ciudad. Claro, tuvo dos ventajas: tenía 7 años y pasó 30 segundos en el ascensor. #mismofinal",Narratorio,Twitter Web Client,3,9
529,"-¿Quién te va a querer con esa cara quemada?- Se rió ella.
-Los mismos que a ti- respondió lanzándole ácido a la cara.",Narratorio,TweetDeck,3,14
530,"Dependía, sí. De sus sonrisas, del arrullo de sus palabras, del brillo de sus miradas para querer ser mejor. Claro que él era feliz solo, pero con ellas se convertía en parte de un equipo imparable en el que nada le parecía imposible: juntos eran una familia.  #Monoficción",Narratorio,Twitter Web App,3,4
531,Un martes perdido en una isla vi atracar un barco pirata. Furibundos bucaneros descargaban provisiones y yo me preguntaba cómo lo había hecho para viajar en el tiempo.,Narratorio,TweetDeck,3,7
532,"Cuando Úrsula le propuso el trato a la sirenita, Ariel le puso un tridente en el cuello. -Me das las piernas y punto-, le advirtió. Después la encerró en las mazmorras de poseidón. #LocosInfinitos",Narratorio,TweetDeck,3,6
533,Slenderman pasó a ser presa. Un alivio para los humanos hasta que su depredador le dio caza y comenzó a aniquilar personas. #PanicoSiniestro,Narratorio,TweetDeck,3,8
534,Le habían borrado las expresiones faciales y le obligaban a ser testigo de atroces crímenes que siempre trataba de evitar. #PanicoSiniestro,Narratorio,TweetDeck,3,12
535,"Luché un martes con la hoja en blanco. Ninguna palabra se acomodaba si no llevaba la impronta de tu risa, la profundidad de tu mirada o el calor de tus labios ausentes, siempre ausentes.",Narratorio,TweetDeck,3,8
536,"-Papá hay un monstruo en la ventana.
-Cariño, no existen los m...
Los brazos de Slenderman arrancaron la cabeza del padre.
#PanicoSiniestro",Narratorio,TweetDeck,3,12
537,"-Ya cambia de teléfono, papá, da la bienvenida al siglo XXI y a los smartphones.
-Eso no vale para nada. Es frágil y  ligero. ¿Con qué voy a golpear a los pendejos en la cabeza?

#monoficciòn",Narratorio,Twitter Web Client,3,5
538,"Buscaba en sus labios lo que aquel mundo gris no le había dado nunca. Ella, el dinero para huir a un mundo de colores. #minirp",Narratorio,Twitter for Android,3,4
539,"-¿Sabes que lo que parece más baladí es precisamente lo que salva una relación? Por ejemplo, despedirse con un beso.
-Qué estupidez.
-Eso lo dices porque nunca te han confiado el universo con el roce de unos labios. 

#Cuentober",Narratorio,TweetDeck,3,11
540,"Vomitaba su alma en cada letra que escribía. Realismo sucio, decían. ¿Desde cuándo la vida era de color rosa? #MTintaChida",Narratorio,Twitter Web Client,3,6
541,"Tardó unos segundos en empaparse bajo la cortina de lluvia que azotaba la ciudad, pero se sentía bien. La lluvia lavaba sus pecados, disimulaba sus lágrimas.
#Cuentober",Narratorio,TweetDeck,3,8
542,"- No, Ariel, no hagas eso - le amonestó Sebastián.
La sirenita, harta de sus críticas se lo llevó a la superficie y lo cocinó a las brasas.

#locosinfinitos",Narratorio,TweetDeck,3,6
543,El profesor fue claro. El examen no podía tener errores pero no dijo nada de aciertos así que mejor lo dejó en blanco.,Narratorio,TweetDeck,3,6
544,"-Es un error, hazte otra prueba de embarazo.
-Es la cuarta.
-A veces fallan.
-Casi tanto como el sentido de responsabilidad. #monoficción",Narratorio,Twitter for Android,3,5
545,Su trayectoria profesional era impoluta. El error que la arruinó fue corregir a su jefe aunque con ello salvara a la empresa. #monoficción,Narratorio,Twitter for Android,3,5
546,"No sé si es un sueño, siento que flotamos mientras mi lengua juega a descubrir los pliegues de tu cuerpo, a recorrer tu vientre. Con nuestro orgasmo, las alas de Cupido nos elevan aún más alto. 
#Poerotic",Narratorio,TweetDeck,3,7
547,"-Me la rechaza.
-Pruebe otra vez.
-Señora...
-Pruebe otra vez-silabeó mientras miraba de reojo la sonrisa de su vecina.",Narratorio,TweetDeck,3,6
548,-¿Qué parte de fruto prohibido no entienden estos gusanos analfabetos?- Se quejó la manzana.,Narratorio,TweetDeck,3,11
549,"EL FIN DEL MUNDO.
El editor, encerrado en su oficina, tuvo claro que lo que nunca le faltaría sería con qué alimentar un fuego. #Mtintachida",Narratorio,Twitter Web Client,3,6
550,"Los acordes infernales de mi guitarra hacen que te duela la cabeza y sientas miles de pinchazos en el cerebro. Ni siquiera requiero información, ya me has dicho todo, pero disfruto viendo cómo te retuerces. #asilooscuro",Narratorio,Twitter Web Client,3,7
551,"Escritor y editor, en bares diferentes, se lamentaban solos, borrachos y deprimidos porque su contraparte no le entendía. #MTintachida",Narratorio,Twitter Web Client,3,6
552,"El mamut, conservado en hielo junto con un virus letal. 

#cuentosde10",Narratorio,Twitter Web Client,3,2
553,Nunca se imaginó que al orinar en el borde del pantano incumpliría dos prohibiciones: la evidente contra el decoro y dar de comer a los cocodrilos.,Narratorio,TweetDeck,3,7
554,"Me sazonas con tu lengua, corriges con tus labios, me revuelves con tus caricias y esperas a que empiece a hervir para servirte tu ración.",Narratorio,TweetDeck,3,6
555,"Rituales.
Unos eran intratables hasta que no tomaban un café, él hasta que la vecina del segundo le regalaba una sonrisa. #Monoficción",Narratorio,TweetDeck,3,7
556,"-¡Tú me dejaste!
-Discúlpame por tener un poquito de amor propio y reaccionar cuando me restregaste que soy y seré tu segundo plato. Eso no significa que no te am...
-Pero que quede claro, fuiste tú quien me dejó.",Narratorio,Twitter Web Client,3,8
557,"La sirena acechó al príncipe hasta que se metió al mar y lo arrastró a las profundidades. ¿Quedarse ella sin voz? No, él se quedaría sin piernas. #LocosInfinitos",Narratorio,TweetDeck,3,22
558,"Por supuesto que hubo gente que dijo que era mentira, que los zombies eran un invento del Gobierno para acabar con la democracia, para controlarnos… Los muertos nunca fueron el mayor enemigo de la sociedad. Sin duda alguna, fue la estupidez.

#NaNoTribuMx #MicroNaNo #Preptubre",Narratorio,TweetDeck,3,8
559,Estaba tan emocionado con emparedar a su jefe que cuando se dio cuenta de que estaba en el lado incorrecto era demasiado tarde.,Narratorio,TweetDeck,3,12
560,Luché un martes contra la invasión extraterrestre. Era miércoles cuando me ingresaron en el psiquiátrico. #martesmge,Narratorio,Twitter Web Client,3,15
561,Las vacas rumiaban de placer viendo a los últimos humanos pelear a muerte por un saco de pasto.,Narratorio,TweetDeck,3,7
562,"Luché un martes. Era frío, lóbrego, tenebroso... pero me armé con todo mi valor y me levanté del sofá para irme a la cama. #martesmge",Narratorio,Twitter Web Client,3,10
563,"En ti no existen las caricias inocentes. La más fútil perturba el orden de mis emociones y también de nuestros cuerpos, que comienzan un sensual baile por fusionarse y hacerse uno. #jueverotic",Narratorio,Twitter Web App,3,7
564,"Apenas te da tiempo a cerrar la puerta y ya me abalanzo sobre ti. La misma contenedora de nuestros secretos nos sirve como apoyo para hacerte el amor, para morderte los labios, para jurarme con gemidos tu amor eterno.
#jueverotic",Narratorio,Twitter Web Client,3,12
565,"He hecho un mapa con tus lunares; busco tus labios rojos pero sólo te hallo en mis recuerdos, cuando hablaban nuestros cuerpos. #jueverotic",Narratorio,Twitter for Android,3,5
566,"Conducía su vida con austeridad y discreción. Robot inmortal y casi un dios en este sucio planeta donde fue abandonado por sus creadores, cada 87 años realizaba el protocolo de llevar a un escritor al futuro. Verne, Asimov… y ahora yo. #NaNoCuento",Narratorio,Twitter Web App,3,5
567,"-La caracola dorada ha hablado-dijo el sumo sacerdote.- Iremos a la guerra-afirmó, haciendo caso omiso a la voz de la caracola que le fritaba:""paz, idiota, te dije paz"".  #locosinfinitos",Narratorio,Twitter for Android,3,3
568,-Esto es muy importante -le dije a mi joven yo.- Los zombies existen. Prepárate para sobrevivir durante el apocalipsis. #historiaslocasmge,Narratorio,Twitter Web Client,3,3
569,Cuando llegué pensé que no había nada más terrorífico que una ciudad abandonada. Luego supe que era peor que algo me acechara. #microhorror,Narratorio,Twitter for Android,3,14
570,"@CajonRelatos Se acostaron tarde, agotados. Ella apenas se quitó el vestido de novia, que quedó hecho una bola en el suelo. El sol de mediodía les despertó felices, enamorados. Y tenían tanto hambre el uno del otro que optaron por aprovechar sus besos como desayuno improvisado. #mismofinal",Narratorio,Twitter Web App,3,5
571,"-¿Cómo unos seres tan ridículos pudieron dominar la tierra?
-¿Los humanos? Quién sabe-dijo el paleontólogo al joven dinosaurio.
@historiasmini",Narratorio,Twitter Web Client,3,4
572,Le habían borrado las expresiones faciales y le obligaban a ser testigo de atroces crímenes que siempre trataba de evitar.,Narratorio,TweetDeck,3,5
573,"METAMORFOSIS
-Hueles delicioso -Te susurro al oído.
-Es el perfume de siempre.
Aspiro el aroma de tu cabello.
-¿Nuevo champú?
-No.
Me puede el instinto y muerdo tu cráneo. No sé por qué pero ya no me excita tu cuerpo desnudo sino probar tu cerebro.
#wordtober5",Narratorio,Twitter Web Client,3,7
574,"Las cucarachas,hartas de ser exterminadas,anidaron en los humanos. Fue un refugio temporal pero ya nadie puede envenenarlas. #MicroHorror",Narratorio,Twitter for Android,3,9
575,Decidió ser consecuente y sólo cuando acabó con la suciedad en su casa salió a la calle para limpiar el mundo.,Narratorio,TweetDeck,3,11
576,La belleza de tus curvas deshaciéndose del vestido enciende mis fantasías lascivas. “¿Y ese sudor?” preguntas con falsa inocencia mientras te sientas sobre mí para convertirme en lo que desees. #poerotic,Narratorio,Twitter Web App,3,10
577,"¿Te unes a un reto de escritura diario? Tras un #NaNoWrimo trepidante, varios participantes queremos mantenernos en la rutina de escribir cada día. Es fácil. Solo tienes que escribir un micrrorelato cada día y usar el hagstag #NaNoCuento. Para hacerlo más interesante...",Narratorio,Twitter Web App,3,24
578,"-Huele a madera de roble, fruta madura, con reminiscencia a cacao, café y… ¿almendras amargas? Idiota, ¿me pusiste cianuro en el vino?- grita lanzándole la copa a la cara.
-Bueno, por si acaso te puse también en la carne- se defiende. - ¿Qué postre deseas? #wordtober2",Narratorio,Twitter Web Client,3,16
579,"Un científico poco aseado fue el causante de crear, accidentalmente, una super raza de chinches. No vivió para lamentarse. #microhorror",Narratorio,Twitter for Android,3,8
580,-Los monstruos marinos no existen-dijo ya borracho. ¿No sabía que esa es la típica frase  que dice el primero en morir? #microhorror,Narratorio,Twitter for Android,3,8
581,"Tenía una surtida colección de sonrisas, esperaba aprender a reír.  #Cuentosde10",Narratorio,Twitter Web Client,3,9
582,"El tiempo pasa muy despacio cuando tienes que esperar a que los zombies que caminan por la sala se vayan mientras te sujetas a una viga. Sí, fue satisfactorio empujar al niño que no dejaba de quejarse, pero, en perspectiva, no mereció la pena. #NaNoTribuMx #MicroNaNo #Preptubre",Narratorio,Twitter Web App,3,6
583,Comenzaron a comerse a besos pero les supo a poco. Acabaron comiéndose el uno al otro.,Narratorio,TweetDeck,3,7
584,Era experto en técnicas de sobrevivencia pero murió en una semana. Sólo pensar en matar a un animal le daba náuseas. #Monoficción,Narratorio,Twitter for Android,3,3
585,"-Lo primero que le falla a un alcohólico suele ser el hígado- le explicaba el médico a los familiares.
-No señor, lo primero lo primero fue la dignidad.

#Cuentober",Narratorio,TweetDeck,3,15
586,"-Mi amor, creo que nos observan, mejor terminamos en casa.",Narratorio,TweetDeck,3,14
587,"@DagmarSola Los dientes de la niña del hacha rechinan frente a mi puerta.
-¿Quién es? 
-Soy la hija del afilador. Dice mi padre que si no pagas te puedo cortar las piernas.
Asomo la mano por la ventana con el dinero y siento un dolor intenso en la muñeca.
-Lo de la mano es por placer- ríe.",Narratorio,Twitter Web Client,3,7
588,"-Es un niño, nadie puede tener miedo por un niño.
Eso lo dijo porque aún no conocía a Daniel. #microhorror",Narratorio,Twitter for Android,3,7
589,"Empezó la carrera un martes. Todos le miraron extrañados, llevaban 4 meses de clases. ¿Cómo hablarles del portal interdimensional en el que había entrado de camino a la universidad?",Narratorio,TweetDeck,3,8
590,Empezó la carrera un martes. Por las calles cientos de ciudadanos enloquecidos les perseguían. ¿Quién podía imaginarse que se cansaron de violaciones sin castigo y decidieron tomarse la justicia por su mano?,Narratorio,TweetDeck,3,12
591,"Se licenció con deshonor, repudiado por sus compañeros que se reían de su mala puntería. Fue el único piloto que logró dormir tranquilo al regresar a casa.",Narratorio,TweetDeck,3,16
592,"Cada vez que nos vemos cierras las puertas de tu corazón y abres las piernas. A veces es al revés. Entre sudor, besos, nalgadas y susurros, espero mi oportunidad para encontrar ambas abiertas.",Narratorio,TweetDeck,3,10
593,Cuando la vio supo que había elegido el peor momento. ¿Cómo podía decirle que su relación se terminó con aquella puesta de sol? #mismofinal @CajonRelatos,Narratorio,Twitter Web Client,3,10
594,Avanzaron entre los campos de maíz ocultos por las largas cañas. esperando la orden para atacar al invasor. Todo se tiñó de sangre con las balas y con aquella puesta de sol #mismofinal @CajonRelatos,Narratorio,Twitter Web Client,3,7
595,"Había sido caza demonios toda su vida, pero realmente quería ganar dinero y los demonios pagaban mucho mejor.",Narratorio,TweetDeck,3,14
596,"-Mira qué hermoso niño- le dijo a su esposo en el parque.
-Sí, quedaría perfecto junto al pecoso que tenemos de sujetalibros.",Narratorio,TweetDeck,3,10
597,"Tic... tac. Tic... Tac...
—Ya queda poco. Tic... Tac... 
—¡Ahora! Ambos se besan, cae confeti sobre ellos. Todos gritan eufóricos “¡feliz año nuevo!” Pero en ese, su primer beso, el tiempo se ha detenido, el espacio está borroso, y lo único que les importa es no separarse nunca.",Narratorio,TweetDeck,3,7
598,"-¿Le pongo hielo?- gritas para que se te escuche por encima de la música.
Asiento. Miro a ambos lados mientras lo pones en un trapo y lo aprietas contra mí.  Me recorre un escalofrío. Toda una noche de pasión contigo pasa factura. #jueverotic.",Narratorio,Twitter Web Client,3,10
599,Los guardias le ponían la camisa de fuerza y empezaba el juego de ponerle en el medio del círculo y empujarle y patearle. No imaginaban que la solidaridad del resto de los internos les pasaría factura.,Narratorio,TweetDeck,3,9
600,-¿Y si nos vamos a otro sitio con algo menos de luz? - La yema de tu dedo sigue el borde de tu vaso mientras tu empeine sube por mi pierna. Mis ojos buscan la salida mientras pido la cuenta. #jueverotic,Narratorio,Twitter Web Client,3,7
601,"Superman tuvo un mal día y se cansó de ser el tipo bueno que a todos perdona. Metrópolis se convirtió en un cráter.
#PanicoSiniestro",Narratorio,TweetDeck,3,9
602,"-¿Cómo lo defines?
-Mamihlapinatapai
-¿Sabes que soy casada?
-¿Y tú que me da igual?
-Es imposible que suceda algo.
-Lamentablemente deseo más.
-Te va a dol...
-Ya me duele, el insomnio me acecha, tu silencio me apaga. Lejos o no, mi alma se hace pedazos.",Narratorio,TweetDeck,3,10
603,Le encantaba asustar a las parejitas que se escondían en el callejón para besarse. Cuando sucedía era la rata más feliz. #Monoficción,Narratorio,TweetDeck,3,13
604,"Golpe tras golpe el miedo se convirtió en rabia y y el amor en venganza. Le arrancó la yugular a su amo de un mordisco.
#PanicoSiniestro",Narratorio,TweetDeck,3,5
605,"- Mamá, hay un monstruo en la habitación.
- Yo no veo nada, cielo.
- Es que es transparente.
- Mi amor, tienes mucha imaginación.
- Y tú una piel que me encantará vestir-susurraron bajo la cama.",Narratorio,Twitter Web Client,3,10
606,- Alto o disparo - gritaron al grupo de niños que se acercaba. Abrieron fuego sin saber que eran del colegio de sordomudos. #Panicosiniestro,Narratorio,Twitter for Android,3,9
607,"-Entienda, soy humano -suplicaba- tengo debilidades, y su hijo...
El hombre clavó la barra al cura hasta los intestinos.
#PanicoSiniestro",Narratorio,TweetDeck,3,13
608,"-¿Nos bañamos juntos? - susurro con mis labios vibrando en tu cuello mientras mis largas manos rodean tu cintura.
- ¿En la bañera o en nuestro sudor?
#jueverotic",Narratorio,TweetDeck,3,12
609,Su rutina era extrañarla desde que despertaba hasta que la madrugada le dejaba dormir.#juevesconcuento,Narratorio,TweetDeck,3,10
610,"Durante años, su amigo imaginario y él habían sido inolvidables. Pero entonces conoció a Laura, y con su primera sonrisa lo empezó a olvidar.",Narratorio,TweetDeck,3,18
611,"-¿Cómo temerte si escribes haber en lugar de a ver?
-¿A ver?
Aprendida la lección, el tigre devoró a los testigos. #minirp @OrtografiaReal https://t.co/I0ezxxrlqa",Narratorio,Twitter Web Client,3,5
612,DECEPCIÓN.Laura salió a duras penas de la fosa escupiendo tierra y se dirigió a casa enojadísima. Su marido era un inútil hasta para matarla,Narratorio,TweetDeck,3,12
613,Se sentó frente a la computadora y escribió durante horas. Tras meses enfrentándose a la hoja en blanco por fin había llegado su borrador de pesadillas: su musa.,Narratorio,TweetDeck,3,16
614,Harto de escuchar los rumores del niño muerto que mataba a otros cuando dormían decidió hacerlo realidad y empezar a aparecerse.,Narratorio,TweetDeck,3,10
615,"-Mamá, era horrible. El monstruo me perseguía y cada vez estaba más cerca. Menos mal que me desperté. Le acarició el cabello y le besó en la frente, el borrador de pesadillas volvió a funcionar.",Narratorio,TweetDeck,3,11
616,"-La culpa es del corazón que me donaron, era de un asesino. Los policías se miraron sorprendidos. Fue suficiente para que sacara el arma y los liquidara. -Idiotas- mira que creer semejante tontería…",Narratorio,TweetDeck,3,13
617,Adoraba a sus humanos asignados y su romanticismo. ¿Cómo no iba a aprovechar el gato para comerse el pescado que había en la cocina mientras se hacían arrumacos con aquella puesta de sol? #mismofinal @CajonRelatos,Narratorio,Twitter Web Client,3,11
618,"Hartos de sufrir la plaga, aplicaron medidas drásticas muy a la francesa.Las cabezas de los políticos amanecieron en el Zócalo",Narratorio,TweetDeck,3,2
619,Siempre se levantaba para ver amanecer. Era la mejor hora para robarle el periódico al vecino. #Monoficción,Narratorio,TweetDeck,3,5
620,-Eres fascinante-repetía obnubilado. Ella sólo sonreía y se dejaba halagar. Sin poder contenerse más abrió la bolsa de personajes y ella se vio arrastrada dentro.,Narratorio,TweetDeck,3,9
621,"-Mira qué hermoso niño- le dijo a su esposo en el parque.
-Sí, quedaría perfecto junto al pecoso que tenemos de sujetalibros.
#microhorror",Narratorio,Twitter for Android,3,10
622,"-¿Qué vas a hacer con ese cuchillo?- pregunta el hombre atado a la silla.
-¿No es más bonito que lo descubramos juntos?",Narratorio,TweetDeck,3,13
623,"-Pero mamá, yo no rompí el jarrón, fue el otro niño.
-No mientas, los vivos no pueden hacer eso. #microhorror",Narratorio,Twitter for Android,3,8
624,"Los acordes infernales de mi guitarra te hechizan, y a mí tu mirada. No necesitamos palabras para saber que tendrás pase VIP para los camerinos tras el concierto. Lo que no sabes es que, tras hacer el amor, me alimentaré con tu corazón.",Narratorio,TweetDeck,3,6
